condition,question_id,iteration,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,latency_ms,prompt_chars
NO_SHOT,CR32,0,False,,,"SELECT 
    CASE 
        WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS loan_period,
    loan.default_rate
FROM loan
GROUP BY loan_period;","SELECT 
    CASE 
        WHEN loan.date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS loan_period,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM loan
GROUP BY loan_period;","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1386,7149
NO_SHOT,CR32,1,False,,,"SELECT 
    CASE 
        WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS loan_period,
    loan.default_rate
FROM 
    loan
GROUP BY 
    loan_period;","SELECT 
    CASE 
        WHEN loan.date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS loan_period,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM 
    loan
GROUP BY 
    loan_period;","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1951,7149
NO_SHOT,CR32,2,False,,,"SELECT 
  CASE 
    WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' 
    ELSE 'After 1996' 
  END AS loan_period,
  loan.default_rate
FROM loan
GROUP BY loan_period;","SELECT 
  CASE 
    WHEN loan.date < '1996-01-01' THEN 'Before 1996' 
    ELSE 'After 1996' 
  END AS loan_period,
  CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM loan
GROUP BY loan_period;","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1716,7149
NO_SHOT,CR32,3,False,,,"SELECT 
    IFNULL(CASE WHEN loan.loan_date < '1996-01-01' THEN loan.default_rate END, 0) AS default_rate_before_1996,
    IFNULL(CASE WHEN loan.loan_date >= '1996-01-01' THEN loan.default_rate END, 0) AS default_rate_after_1996
FROM 
    loan
GROUP BY 
    CASE WHEN loan.loan_date < '1996-01-01' THEN 'before_1996' ELSE 'after_1996' END;","SELECT 
    IFNULL(CASE WHEN loan.date < '1996-01-01' THEN CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 END, 0) AS default_rate_before_1996,
    IFNULL(CASE WHEN loan.date >= '1996-01-01' THEN CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 END, 0) AS default_rate_after_1996
FROM 
    loan
GROUP BY 
    CASE WHEN loan.date < '1996-01-01' THEN 'before_1996' ELSE 'after_1996' END;","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",2670,7149
NO_SHOT,CR32,4,False,,,"SELECT 
    CASE 
        WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS loan_period,
    loan.default_rate
FROM loan
GROUP BY loan_period;","SELECT 
    CASE 
        WHEN loan.date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS loan_period,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM loan
GROUP BY loan_period;","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",2016,7149
NO_SHOT,CR01,0,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT loan.default_count 
FROM loan 
WHERE loan.running_count > 0",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',831,7130
NO_SHOT,CR01,1,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT loan.default_count 
FROM loan 
JOIN account ON loan.account_link 
WHERE loan.running_count > 0;",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',1331,7130
NO_SHOT,CR01,2,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT loan.default_count 
FROM loan 
JOIN account ON loan.account_link 
WHERE loan.running_count > 0;",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',1875,7130
NO_SHOT,CR01,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.running_count > 0 AND loan.default_count > 0",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',1163,7130
NO_SHOT,CR01,4,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,SELECT loan.default_count FROM loan WHERE loan.running_count > 0;,,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',848,7130
NO_SHOT,CR25,0,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT 
    strftime('%Y', loan.loan_date) AS loan_year,
    SUM(loan.total_amount) AS total_defaulted_amount
FROM 
    loan
WHERE 
    loan.loan_date >= '1994-01-01' AND loan.loan_date < '1999-01-01'
    AND loan.default_count > 0
GROUP BY 
    loan_year
HAVING 
    loan_year IS NOT NULL
ORDER BY 
    loan_year;",,"SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",2329,7166
NO_SHOT,CR25,1,False,,"Generated SQL error: Execution failed on sql 'SELECT 
  strftime('%Y', loan.date) AS year,
  SUM(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END)) AS total_defaulted_loans,
  (SUM(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END)) - LAG(SUM(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END))) OVER (ORDER BY strftime('%Y', loan.date))) * 1.0 / LAG(SUM(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END))) OVER (ORDER BY strftime('%Y', loan.date)) AS growth_rate
FROM 
  loan
WHERE 
  strftime('%Y', loan.date) BETWEEN '1994' AND '1998'
GROUP BY 
  year
ORDER BY 
  year;': misuse of aggregate function COUNT()","SELECT 
  strftime('%Y', loan.loan_date) AS year,
  SUM(loan.default_count) AS total_defaulted_loans,
  (SUM(loan.default_count) - LAG(SUM(loan.default_count)) OVER (ORDER BY strftime('%Y', loan.loan_date))) * 1.0 / LAG(SUM(loan.default_count)) OVER (ORDER BY strftime('%Y', loan.loan_date)) AS growth_rate
FROM 
  loan
WHERE 
  strftime('%Y', loan.loan_date) BETWEEN '1994' AND '1998'
GROUP BY 
  year
ORDER BY 
  year;","SELECT 
  strftime('%Y', loan.date) AS year,
  SUM(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END)) AS total_defaulted_loans,
  (SUM(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END)) - LAG(SUM(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END))) OVER (ORDER BY strftime('%Y', loan.date))) * 1.0 / LAG(SUM(COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END))) OVER (ORDER BY strftime('%Y', loan.date)) AS growth_rate
FROM 
  loan
WHERE 
  strftime('%Y', loan.date) BETWEEN '1994' AND '1998'
GROUP BY 
  year
ORDER BY 
  year;","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",2763,7166
NO_SHOT,CR25,2,False,,"Generated SQL error: Execution failed on sql 'SELECT 
  strftime('%Y', loan.date) AS year,
  SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_amount
FROM 
  loan
WHERE 
  loan.date BETWEEN '1994-01-01' AND '1998-12-31'
GROUP BY 
  year
ORDER BY 
  year;': misuse of aggregate function SUM()","SELECT 
  strftime('%Y', loan.loan_date) AS year,
  SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) AS defaulted_amount
FROM 
  loan
WHERE 
  loan.loan_date BETWEEN '1994-01-01' AND '1998-12-31'
GROUP BY 
  year
ORDER BY 
  year;","SELECT 
  strftime('%Y', loan.date) AS year,
  SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) AS defaulted_amount
FROM 
  loan
WHERE 
  loan.date BETWEEN '1994-01-01' AND '1998-12-31'
GROUP BY 
  year
ORDER BY 
  year;","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",1939,7166
NO_SHOT,CR25,3,False,,,"SELECT 
    strftime('%Y', loan.loan_date) AS year, 
    SUM(loan.total_amount) AS total_defaulted_amount
FROM loan 
WHERE loan.status IN ('B', 'D')
GROUP BY year
HAVING year IN ('1994', '1995', '1996', '1997', '1998')
ORDER BY year;","SELECT 
    strftime('%Y', loan.date) AS year, 
    SUM(loan.amount) AS total_defaulted_amount
FROM loan 
WHERE loan.status IN ('B', 'D')
GROUP BY year
HAVING year IN ('1994', '1995', '1996', '1997', '1998')
ORDER BY year;","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",1850,7166
NO_SHOT,CR25,4,False,,,"SELECT 
    strftime('%Y', loan.loan_date) AS year, 
    SUM(loan.total_amount) AS total_defaulted_amount
FROM 
    loan 
WHERE 
    loan.status IN ('B', 'D') 
    AND strftime('%Y', loan.loan_date) BETWEEN '1994' AND '1998'
GROUP BY 
    year
ORDER BY 
    year;","SELECT 
    strftime('%Y', loan.date) AS year, 
    SUM(loan.amount) AS total_defaulted_amount
FROM 
    loan 
WHERE 
    loan.status IN ('B', 'D') 
    AND strftime('%Y', loan.date) BETWEEN '1994' AND '1998'
GROUP BY 
    year
ORDER BY 
    year;","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",1748,7166
NO_SHOT,CR47,0,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT loan.default_count, loan.total_amount, 
       (loan.default_count * 1.0 / loan.total_amount) AS default_portion
FROM loan 
WHERE loan.default_count > 0",,"SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",1255,7168
NO_SHOT,CR47,1,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT loan.default_count, loan.total_amount, 
       (loan.total_amount - (SELECT SUM(loan.total_amount) 
                             FROM loan 
                             WHERE loan.status IN ('B', 'D'))) / loan.total_amount AS defaulted_portfolio_proportion
FROM loan",,"SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",2190,7168
NO_SHOT,CR47,2,False,,,"SELECT loan.default_count, loan.total_amount, (loan.default_count * 1.0 / loan.total_amount) AS default_portion
FROM loan","SELECT COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), SUM(loan.amount), (COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) * 1.0 / SUM(loan.amount)) AS default_portion
FROM loan","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",1057,7168
NO_SHOT,CR47,3,False,,"Generated SQL error: Execution failed on sql 'SELECT COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), SUM(loan.amount), (SUM(loan.amount) * CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 / 100) AS defaulted_amount, (COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) * 1.0 / COUNT(loan.loan_id)) AS default_proportion
FROM loan
GROUP BY COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), SUM(loan.amount), COUNT(loan.loan_id)': aggregate functions are not allowed in the GROUP BY clause","SELECT loan.default_count, loan.total_amount, (loan.total_amount * loan.default_rate / 100) AS defaulted_amount, (loan.default_count * 1.0 / loan.count) AS default_proportion
FROM loan
GROUP BY loan.default_count, loan.total_amount, loan.count","SELECT COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), SUM(loan.amount), (SUM(loan.amount) * CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 / 100) AS defaulted_amount, (COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) * 1.0 / COUNT(loan.loan_id)) AS default_proportion
FROM loan
GROUP BY COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), SUM(loan.amount), COUNT(loan.loan_id)","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",2940,7168
NO_SHOT,CR47,4,False,,"Generated SQL error: Execution failed on sql 'SELECT COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), SUM(loan.amount), 
       (SUM(loan.amount) - IFNULL(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 0)) AS non_default_amount,
       (IFNULL(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 0) / SUM(loan.amount)) AS default_portion
FROM loan 
GROUP BY COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), SUM(loan.amount);': misuse of aggregate function SUM()","SELECT loan.default_count, loan.total_amount, 
       (loan.total_amount - IFNULL(SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END), 0)) AS non_default_amount,
       (IFNULL(SUM(CASE WHEN loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END), 0) / loan.total_amount) AS default_portion
FROM loan 
GROUP BY loan.default_count, loan.total_amount;","SELECT COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), SUM(loan.amount), 
       (SUM(loan.amount) - IFNULL(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 0)) AS non_default_amount,
       (IFNULL(SUM(CASE WHEN loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 0) / SUM(loan.amount)) AS default_portion
FROM loan 
GROUP BY COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), SUM(loan.amount);","SELECT CAST(SUM(CASE WHEN status IN ('B','D') THEN amount ELSE 0 END) AS REAL) / SUM(amount) * 100 AS default_portfolio_pct FROM loan",3159,7168
NO_SHOT,CR45,0,True,,,"SELECT COUNT(loan.count) 
FROM loan 
WHERE loan.duration = 60","SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,1255,7116
NO_SHOT,CR45,1,True,,,"SELECT loan.count
FROM loan
WHERE loan.duration = 60","SELECT COUNT(loan.loan_id)
FROM loan
WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,807,7116
NO_SHOT,CR45,2,True,,,"SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.duration = 60","SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,825,7116
NO_SHOT,CR45,3,True,,,"SELECT COUNT(*) AS loan_count
FROM loan
WHERE loan.duration = 60","SELECT COUNT(*) AS loan_count
FROM loan
WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,3845,7116
NO_SHOT,CR45,4,True,,,"SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.duration = 60","SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.duration = 60",SELECT COUNT(loan_id) FROM loan WHERE duration = 60,886,7116
NO_SHOT,CR24,0,False,"Invalid SQL: the join hint 'district.district_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT AVG(loan.default_rate) AS avg_default_rate
FROM district
JOIN loan ON district.district_id_link
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995
GROUP BY district.region;",,"SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1902,7171
NO_SHOT,CR24,1,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.region, AVG(loan.default_rate) AS avg_default_rate
FROM district 
JOIN loan ON district.district_link
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995
GROUP BY district.region",,"SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1868,7171
NO_SHOT,CR24,2,False,"Invalid SQL: the join hint 'district.district_id_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT AVG(loan.default_rate) AS avg_default_rate
FROM district
JOIN loan ON district.district_id_link
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995
GROUP BY district.region;",,"SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1566,7171
NO_SHOT,CR24,3,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT AVG(loan.default_rate) 
FROM district 
JOIN account ON district.district_link 
JOIN loan ON account.account_link 
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995;",,"SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1365,7171
NO_SHOT,CR24,4,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT AVG(loan.default_rate) 
FROM district 
JOIN account ON district.district_link 
JOIN loan ON account.account_link 
WHERE district.unemployment_rate_1996 > district.unemployment_rate_1995;",,"SELECT AVG(default_rate) FROM (SELECT district.district_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE district.A13 > district.A12 GROUP BY district.district_id)",1483,7171
NO_SHOT,CR13,0,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_id, district.district_name, loan.default_rate
FROM district
JOIN account ON district.district_link
JOIN loan ON account.account_id = loan.account_id
GROUP BY district.district_id, district.district_name
HAVING loan.default_rate > 10;",,"SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",1470,7140
NO_SHOT,CR13,1,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_name, loan.default_rate
FROM district
JOIN account ON district.district_link
JOIN loan ON account.account_id = loan.account_id
GROUP BY district.district_name
HAVING loan.default_rate > 10;",,"SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",2345,7140
NO_SHOT,CR13,2,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_name, loan.default_rate
FROM district
JOIN account ON district.district_link
JOIN loan ON account.account_link
GROUP BY district.district_id
HAVING loan.default_rate > 10;",,"SELECT district.A2 AS district_name, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 HAVING default_rate > 10 ORDER BY default_rate DESC",1441,7140
