question_id,difficulty,method,is_correct,error,latency_ms,prompt_chars,generated_sql,gold_sql,question
138,moderate,semantic_layer,True,,3041,7732,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE district.district_id = (
     SELECT district_id
     FROM district
     ORDER BY A15 DESC
     LIMIT 1 OFFSET 1
   )
   AND client.gender = 'M'","SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'M' AND T2.A15 = (SELECT T3.A15 FROM district AS T3 ORDER BY T3.A15 DESC LIMIT 1, 1)","In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there?"
139,simple,text_to_sql,True,,1730,2447,"SELECT COUNT(card.card_id)
   FROM card
   JOIN disp ON card.disp_id = disp.disp_id
   WHERE card.type = 'gold' AND disp.type = 'OWNER'",SELECT COUNT(T1.card_id) FROM card AS T1 INNER JOIN disp AS T2 ON T1.disp_id = T2.disp_id WHERE T1.type = 'gold' AND T2.type = 'OWNER',"How many high-level credit cards have ""OWNER"" type of disposition?"
139,simple,semantic_layer,True,,2255,7669,"SELECT COUNT(card.card_id)
   FROM card
   JOIN disp ON card.disp_id = disp.disp_id
   WHERE card.type = 'gold' AND disp.type = 'OWNER'",SELECT COUNT(T1.card_id) FROM card AS T1 INNER JOIN disp AS T2 ON T1.disp_id = T2.disp_id WHERE T1.type = 'gold' AND T2.type = 'OWNER',"How many high-level credit cards have ""OWNER"" type of disposition?"
140,simple,text_to_sql,True,,1052,2399,"SELECT COUNT(account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A2 = 'Pisek'",SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A2 = 'Pisek',"How many accounts are there in the district of ""Pisek""?"
140,simple,semantic_layer,True,,1472,7621,"SELECT COUNT(account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A2 = 'Pisek'",SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A2 = 'Pisek',"How many accounts are there in the district of ""Pisek""?"
141,simple,text_to_sql,True,,1626,2388,"SELECT district.district_id
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE trans.date BETWEEN '1997-01-01' AND '1997-12-31'
   GROUP BY district.district_id
   HAVING SUM(trans.amount) > 10000","SELECT T1.district_id FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T1.account_id = T3.account_id WHERE STRFTIME('%Y', T3.date) = '1997' GROUP BY T1.district_id HAVING SUM(T3.amount) > 10000","Which districts have transactions greater than USS$10,000 in 1997?"
141,simple,semantic_layer,False,,2168,7610,"SELECT district.district_id, district.A2
   FROM district
   JOIN account ON district.district_id = account.district_id
   JOIN trans ON account.account_id = trans.account_id
   WHERE trans.amount > 10000 AND STRFTIME('%Y', trans.date) = '1997'
   GROUP BY district.district_id, district.A2
   HAVING SUM(trans.amount) > 10000","SELECT T1.district_id FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T1.account_id = T3.account_id WHERE STRFTIME('%Y', T3.date) = '1997' GROUP BY T1.district_id HAVING SUM(T3.amount) > 10000","Which districts have transactions greater than USS$10,000 in 1997?"
142,simple,text_to_sql,False,"Generated SQL error: Execution failed on sql 'SELECT DISTINCT account.account_id
   FROM account
   JOIN order ON account.account_id = order.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE order.k_symbol = 'SIPO' AND district.A3 = 'Pisek'': near ""order"": syntax error",1853,2423,"SELECT DISTINCT account.account_id
   FROM account
   JOIN order ON account.account_id = order.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE order.k_symbol = 'SIPO' AND district.A3 = 'Pisek'",SELECT DISTINCT T2.account_id FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T1.k_symbol = 'SIPO' AND T3.A2 = 'Pisek',Which accounts placed orders for household payment in Pisek?
142,simple,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT DISTINCT account.account_id
   FROM account
   JOIN order ON account.account_id = order.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE order.k_symbol = 'SIPO' AND district.A2 = 'Pisek'': near ""order"": syntax error",2283,7645,"SELECT DISTINCT account.account_id
   FROM account
   JOIN order ON account.account_id = order.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE order.k_symbol = 'SIPO' AND district.A2 = 'Pisek'",SELECT DISTINCT T2.account_id FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T1.k_symbol = 'SIPO' AND T3.A2 = 'Pisek',Which accounts placed orders for household payment in Pisek?
143,simple,text_to_sql,True,,1800,2372,"SELECT account.account_id
   FROM account
   JOIN disp ON account.account_id = disp.account_id
   JOIN card ON disp.disp_id = card.disp_id
   WHERE card.type = 'gold'",SELECT T2.account_id FROM disp AS T2  INNER JOIN card AS T1 ON T1.disp_id = T2.disp_id  WHERE T1.type = 'gold',What are the accounts that have gold credit cards?
143,simple,semantic_layer,True,,1812,7594,"SELECT DISTINCT account.account_id
FROM account
JOIN disp ON account.account_id = disp.account_id
JOIN card ON disp.disp_id = card.disp_id
WHERE card.type = 'gold'",SELECT T2.account_id FROM disp AS T2  INNER JOIN card AS T1 ON T1.disp_id = T2.disp_id  WHERE T1.type = 'gold',What are the accounts that have gold credit cards?
144,moderate,text_to_sql,False,,1482,2471,"SELECT AVG(trans.amount)
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   WHERE trans.operation = 'VYBER KARTOU' AND strftime('%Y', trans.date) = '2021'
   GROUP BY strftime('%m', trans.date)","SELECT AVG(T4.amount) FROM card AS T1 INNER JOIN disp AS T2 ON T1.disp_id = T2.disp_id INNER JOIN account AS T3 ON T2.account_id = T3.account_id INNER JOIN trans AS T4 ON T3.account_id = T4.account_id WHERE STRFTIME('%Y', T4.date) = '1998' AND T4.operation = 'VYBER KARTOU'","How much is the average amount in credit card made by account holders in a month, in year 2021?"
144,moderate,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT AVG(trans.amount)
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN card ON account.account_id = card.account_id
   WHERE trans.type = 'VYBER KARTOU' AND STRFTIME('%Y', trans.date) = '2021'
   GROUP BY STRFTIME('%m', trans.date)': no such column: card.account_id",2369,7693,"SELECT AVG(trans.amount)
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN card ON account.account_id = card.account_id
   WHERE trans.type = 'VYBER KARTOU' AND STRFTIME('%Y', trans.date) = '2021'
   GROUP BY STRFTIME('%m', trans.date)","SELECT AVG(T4.amount) FROM card AS T1 INNER JOIN disp AS T2 ON T1.disp_id = T2.disp_id INNER JOIN account AS T3 ON T2.account_id = T3.account_id INNER JOIN trans AS T4 ON T3.account_id = T4.account_id WHERE STRFTIME('%Y', T4.date) = '1998' AND T4.operation = 'VYBER KARTOU'","How much is the average amount in credit card made by account holders in a month, in year 2021?"
145,moderate,text_to_sql,False,,2107,2524,"SELECT DISTINCT disp.client_id
   FROM disp
   JOIN card ON disp.disp_id = card.disp_id
   JOIN trans ON disp.account_id = trans.account_id
   WHERE trans.operation = 'VYBER KARTOU' AND trans.amount < (
       SELECT AVG(trans.amount)
       FROM trans
       WHERE trans.date BETWEEN '1998-01-01' AND '1998-12-31'
   )
   AND trans.date BETWEEN '1998-01-01' AND '1998-12-31'","SELECT T1.account_id FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T1.date) = '1998' AND T1.operation = 'VYBER KARTOU' AND T1.amount < (SELECT AVG(amount) FROM trans WHERE STRFTIME('%Y', date) = '1998')","Who are the account holder identification numbers whose who have transactions on the credit card with the amount is less than the average, in 1998?"
145,moderate,semantic_layer,False,,3512,7746,"SELECT DISTINCT disp.client_id
   FROM disp
   JOIN card ON disp.disp_id = card.disp_id
   JOIN trans ON disp.account_id = trans.account_id
   WHERE trans.operation = 'VYBER KARTOU' AND trans.amount < (
       SELECT AVG(trans.amount)
       FROM trans
       WHERE STRFTIME('%Y', trans.date) = '1998'
   )
   AND STRFTIME('%Y', trans.date) = '1998'","SELECT T1.account_id FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T1.date) = '1998' AND T1.operation = 'VYBER KARTOU' AND T1.amount < (SELECT AVG(amount) FROM trans WHERE STRFTIME('%Y', date) = '1998')","Who are the account holder identification numbers whose who have transactions on the credit card with the amount is less than the average, in 1998?"
146,simple,text_to_sql,True,,1500,2423,"SELECT DISTINCT client.client_id
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN card ON disp.disp_id = card.disp_id
   JOIN account ON disp.account_id = account.account_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE client.gender = 'F'",SELECT T1.client_id FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T5 ON T2.account_id = T5.account_id INNER JOIN loan AS T3 ON T5.account_id = T3.account_id INNER JOIN card AS T4 ON T2.disp_id = T4.disp_id WHERE T1.gender = 'F',Who are the female account holders who own credit cards and also have loans?
146,simple,semantic_layer,False,,1744,7645,"SELECT DISTINCT client.client_id
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE client.gender = 'F'",SELECT T1.client_id FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T5 ON T2.account_id = T5.account_id INNER JOIN loan AS T3 ON T5.account_id = T3.account_id INNER JOIN card AS T4 ON T2.disp_id = T4.disp_id WHERE T1.gender = 'F',Who are the female account holders who own credit cards and also have loans?
147,simple,text_to_sql,False,,1329,2456,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN client ON account.district_id = client.district_id
   JOIN district ON client.district_id = district.district_id
   WHERE client.gender = 'F' AND district.A3 = 'South Bohemia'",SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'F' AND T2.A3 = 'south Bohemia',How many female clients' accounts are in the region of South Bohemia?
147,simple,semantic_layer,False,,1867,7678,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN client ON account.account_id = client.client_id
   JOIN district ON client.district_id = district.district_id
   WHERE client.gender = 'F' AND district.A3 = 'South Bohemia'",SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'F' AND T2.A3 = 'south Bohemia',How many female clients' accounts are in the region of South Bohemia?
148,moderate,text_to_sql,False,,2349,2481,"SELECT account.account_id
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN loan ON account.account_id = loan.account_id
   JOIN disp ON account.account_id = disp.account_id
   WHERE district.A2 = 'Tabor' AND disp.type = 'OWNER'",SELECT T2.account_id FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'OWNER' AND T1.A2 = 'Tabor',Please list the accounts whose district is Tabor that are eligible for loans.
148,moderate,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT account.account_id
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE district.A2 = 'Tabor' AND account.type = 'OWNER'': no such column: account.type",1835,7703,"SELECT account.account_id
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE district.A2 = 'Tabor' AND account.type = 'OWNER'",SELECT T2.account_id FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'OWNER' AND T1.A2 = 'Tabor',Please list the accounts whose district is Tabor that are eligible for loans.
149,challenging,text_to_sql,False,,1431,2639,"SELECT DISTINCT account.frequency, AVG(district.A11)
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE account.frequency <> 'OWNER' AND district.A11 > 8000 AND district.A11 <= 9000
   GROUP BY account.frequency",SELECT T3.type FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id WHERE T3.type != 'OWNER' AND T1.A11 BETWEEN 8000 AND 9000,"Please list the account types that are not eligible for loans, and the average income of residents in the district where the account is located exceeds $8000 but is no more than $9000."
149,challenging,semantic_layer,False,,1826,7861,"SELECT DISTINCT account.frequency
FROM account
JOIN district ON account.district_id = district.district_id
WHERE account.frequency != 'OWNER' 
  AND district.A11 > 8000 
  AND district.A11 <= 9000",SELECT T3.type FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id WHERE T3.type != 'OWNER' AND T1.A11 BETWEEN 8000 AND 9000,"Please list the account types that are not eligible for loans, and the average income of residents in the district where the account is located exceeds $8000 but is no more than $9000."
150,moderate,text_to_sql,False,,2040,2465,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   JOIN trans ON account.account_id = trans.account_id
   WHERE district.A3 = 'North Bohemia' AND trans.bank = 'AB'",SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.bank = 'AB' AND T1.A3 = 'north Bohemia',How many accounts in North Bohemia has made a transaction with the partner's bank being AB?
150,moderate,semantic_layer,False,,1656,7687,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN trans ON account.account_id = trans.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE district.A3 = 'North Bohemia' AND trans.bank = 'AB'",SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.bank = 'AB' AND T1.A3 = 'north Bohemia',How many accounts in North Bohemia has made a transaction with the partner's bank being AB?
151,moderate,text_to_sql,True,,894,2481,"SELECT DISTINCT district.A2
   FROM district
   JOIN account ON district.district_id = account.district_id
   JOIN trans ON account.account_id = trans.account_id
   WHERE trans.type = 'VYDAJ'",SELECT DISTINCT T1.A2 FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'VYDAJ',Please list the name of the districts with accounts that made withdrawal transactions.
151,moderate,semantic_layer,True,,1649,7703,"SELECT DISTINCT district.A2
   FROM district
   JOIN account ON district.district_id = account.district_id
   JOIN trans ON account.account_id = trans.account_id
   WHERE trans.type = 'VYDAJ'",SELECT DISTINCT T1.A2 FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'VYDAJ',Please list the name of the districts with accounts that made withdrawal transactions.
152,moderate,text_to_sql,True,,1567,2574,"SELECT AVG(district.A15)
   FROM district
   JOIN account ON district.district_id = account.district_id
   WHERE district.A15 > 4000 AND account.date >= '1997-01-01' AND strftime('%Y', account.date) = '1997'","SELECT AVG(T1.A15) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T2.date) >= '1997' AND T1.A15 > 4000",What is the average number of crimes committed in 1995 in regions where the number exceeds 4000 and the region has accounts that are opened starting from the year 1997?
152,moderate,semantic_layer,True,,1497,7796,"SELECT AVG(A15)
   FROM district
   JOIN account ON district.district_id = account.district_id
   WHERE A15 > 4000 AND STRFTIME('%Y', account.date) >= '1997'","SELECT AVG(T1.A15) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T2.date) >= '1997' AND T1.A15 > 4000",What is the average number of crimes committed in 1995 in regions where the number exceeds 4000 and the region has accounts that are opened starting from the year 1997?
153,simple,text_to_sql,False,,1472,2420,"SELECT COUNT(DISTINCT card.card_id)
   FROM card
   JOIN disp ON card.disp_id = disp.disp_id
   JOIN account ON disp.account_id = account.account_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE card.type = 'classic' AND disp.type = 'OWNER'",SELECT COUNT(T1.card_id) FROM card AS T1 INNER JOIN disp AS T2 ON T1.disp_id = T2.disp_id WHERE T1.type = 'classic' AND T2.type = 'OWNER',How many 'classic' cards are eligible for loan?
153,simple,semantic_layer,False,,1966,7642,"SELECT COUNT(DISTINCT card.card_id)
   FROM card
   JOIN disp ON card.disp_id = disp.disp_id
   JOIN account ON disp.account_id = account.account_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE card.type = 'classic' AND disp.type = 'OWNER'",SELECT COUNT(T1.card_id) FROM card AS T1 INNER JOIN disp AS T2 ON T1.disp_id = T2.disp_id WHERE T1.type = 'classic' AND T2.type = 'OWNER',How many 'classic' cards are eligible for loan?
154,simple,text_to_sql,True,,1119,2427,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE client.gender = 'M' AND district.A2 = 'Hl.m. Praha'",SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'M' AND T2.A2 = 'Hl.m. Praha',How many male clients in 'Hl.m. Praha' district?
154,simple,semantic_layer,True,,1584,7649,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE client.gender = 'M' AND district.A2 = 'Hl.m. Praha'",SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'M' AND T2.A2 = 'Hl.m. Praha',How many male clients in 'Hl.m. Praha' district?
155,simple,text_to_sql,False,,1675,2467,"SELECT (COUNT(CASE WHEN card.type = 'Gold' AND card.issued < '1998-01-01' THEN 1 END) * 100.0 / COUNT(card.card_id)) AS percent_gold
   FROM card","SELECT CAST(SUM(type = 'gold' AND STRFTIME('%Y', issued) < '1998') AS REAL) * 100 / COUNT(card_id) FROM card",How many percent of 'Gold' cards were issued prior to 1998?
155,simple,semantic_layer,True,,1630,7689,"SELECT (COUNT(CASE WHEN card.type = 'gold' AND card.issued < '1998-01-01' THEN 1 END) * 100.0 / COUNT(card.card_id)) AS percent_gold
FROM card","SELECT CAST(SUM(type = 'gold' AND STRFTIME('%Y', issued) < '1998') AS REAL) * 100 / COUNT(card_id) FROM card",How many percent of 'Gold' cards were issued prior to 1998?
156,simple,text_to_sql,True,,1641,2383,"SELECT client.client_id
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE loan.amount = (SELECT MAX(loan.amount) FROM loan)",SELECT T1.client_id FROM disp AS T1 INNER JOIN account AS T3 ON T1.account_id = T3.account_id INNER JOIN loan AS T2 ON T3.account_id = T2.account_id WHERE T1.type = 'OWNER' ORDER BY T2.amount DESC LIMIT 1,Who is the owner of the account with the largest loan amount?
156,simple,semantic_layer,True,,1529,7605,"SELECT client.client_id
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE loan.amount = (SELECT MAX(amount) FROM loan)
LIMIT 1;",SELECT T1.client_id FROM disp AS T1 INNER JOIN account AS T3 ON T1.account_id = T3.account_id INNER JOIN loan AS T2 ON T3.account_id = T2.account_id WHERE T1.type = 'OWNER' ORDER BY T2.amount DESC LIMIT 1,Who is the owner of the account with the largest loan amount?
157,simple,text_to_sql,True,,1470,2477,"SELECT district.A15
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE account.account_id = 532",SELECT T1.A15 FROM district AS T1 INNER JOIN `account` AS T2 ON T1.district_id = T2.district_id WHERE T2.account_id = 532,What is the number of committed crimes in 1995 in the district of the account with the id 532?
157,simple,semantic_layer,True,,1272,7699,"SELECT district.A15
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE account.account_id = 532",SELECT T1.A15 FROM district AS T1 INNER JOIN `account` AS T2 ON T1.district_id = T2.district_id WHERE T2.account_id = 532,What is the number of committed crimes in 1995 in the district of the account with the id 532?
158,simple,text_to_sql,True,,1141,2401,"SELECT account.district_id
   FROM account
   JOIN ""order"" ON account.account_id = ""order"".account_id
   WHERE ""order"".order_id = 33333",SELECT T3.district_id FROM `order` AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T1.order_id = 33333,What is the district Id of the account that placed the order with the id 33333?
158,simple,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT account.district_id
   FROM account
   JOIN order ON account.account_id = order.account_id
   WHERE order.order_id = 33333': near ""order"": syntax error",1273,7623,"SELECT account.district_id
   FROM account
   JOIN order ON account.account_id = order.account_id
   WHERE order.order_id = 33333",SELECT T3.district_id FROM `order` AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T1.order_id = 33333,What is the district Id of the account that placed the order with the id 33333?
159,simple,text_to_sql,False,,957,2451,"SELECT trans.trans_id, trans.date, trans.amount
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   WHERE trans.operation = 'VYBER' AND disp.client_id = 3356",SELECT T4.trans_id FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T3 ON T2.account_id = T3.account_id INNER JOIN trans AS T4 ON T3.account_id = T4.account_id WHERE T1.client_id = 3356 AND T4.operation = 'VYBER',List all the withdrawals in cash transactions that the client with the id 3356 makes.
159,simple,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT trans.trans_id, trans.trans_date, trans.amount
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   WHERE trans.operation = 'VYBER' AND disp.client_id = 3356': no such column: trans.trans_date",1704,7673,"SELECT trans.trans_id, trans.trans_date, trans.amount
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   WHERE trans.operation = 'VYBER' AND disp.client_id = 3356",SELECT T4.trans_id FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T3 ON T2.account_id = T3.account_id INNER JOIN trans AS T4 ON T3.account_id = T4.account_id WHERE T1.client_id = 3356 AND T4.operation = 'VYBER',List all the withdrawals in cash transactions that the client with the id 3356 makes.
160,simple,text_to_sql,True,,1152,2446,"SELECT COUNT(account.account_id)
   FROM account
   JOIN loan ON account.account_id = loan.account_id
   WHERE account.frequency = 'POPLATEK TYDNE' AND loan.amount < 200000",SELECT COUNT(T1.account_id) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE T2.frequency = 'POPLATEK TYDNE' AND T1.amount < 200000,"Among the weekly issuance accounts, how many have a loan of under 200000?"
160,simple,semantic_layer,True,,1620,7668,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN loan ON account.account_id = loan.account_id
   WHERE account.frequency = 'POPLATEK TYDNE' AND loan.amount < 200000;",SELECT COUNT(T1.account_id) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE T2.frequency = 'POPLATEK TYDNE' AND T1.amount < 200000,"Among the weekly issuance accounts, how many have a loan of under 200000?"
161,simple,text_to_sql,True,,1518,2385,"SELECT card.type
   FROM card
   JOIN disp ON card.disp_id = disp.disp_id
   JOIN client ON disp.client_id = client.client_id
   WHERE client.client_id = 13539",SELECT T3.type FROM disp AS T1 INNER JOIN client AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T1.disp_id = T3.disp_id WHERE T2.client_id = 13539,What type of credit card does the client with the id 13539 own?
161,simple,semantic_layer,True,,1523,7607,"SELECT card.type
   FROM card
   JOIN disp ON card.disp_id = disp.disp_id
   JOIN client ON disp.client_id = client.client_id
   WHERE client.client_id = 13539",SELECT T3.type FROM disp AS T1 INNER JOIN client AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T1.disp_id = T3.disp_id WHERE T2.client_id = 13539,What type of credit card does the client with the id 13539 own?
162,simple,text_to_sql,True,,973,2392,"SELECT district.A3
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE client.client_id = 3541",SELECT T1.A3 FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T2.client_id = 3541,What is the region of the client with the id 3541 from?
162,simple,semantic_layer,True,,1631,7614,"SELECT district.A3
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE client.client_id = 3541",SELECT T1.A3 FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T2.client_id = 3541,What is the region of the client with the id 3541 from?
163,moderate,text_to_sql,False,"Generated SQL error: Execution failed on sql 'SELECT district.district_id, COUNT(account.account_id) AS account_count
   FROM account
   JOIN loan ON account.account_id = loan.account_id
   WHERE loan.status = 'A'
   GROUP BY district.district_id
   ORDER BY account_count DESC
   LIMIT 1': no such column: district.district_id",1721,2464,"SELECT district.district_id, COUNT(account.account_id) AS account_count
   FROM account
   JOIN loan ON account.account_id = loan.account_id
   WHERE loan.status = 'A'
   GROUP BY district.district_id
   ORDER BY account_count DESC
   LIMIT 1",SELECT T1.A2 FROM District AS T1 INNER JOIN Account AS T2 ON T1.District_id = T2.District_id INNER JOIN Loan AS T3 ON T2.Account_id = T3.Account_id WHERE T3.status = 'A' GROUP BY T1.District_id ORDER BY COUNT(T2.Account_id) DESC LIMIT 1,Which district has the most accounts with loan contracts finished with no problems?
163,moderate,semantic_layer,False,,1430,7686,"SELECT district.A2, COUNT(account.account_id) AS account_count
FROM account
JOIN loan ON account.account_id = loan.account_id
JOIN district ON account.district_id = district.district_id
WHERE loan.status = 'A'
GROUP BY district.A2
ORDER BY account_count DESC
LIMIT 1",SELECT T1.A2 FROM District AS T1 INNER JOIN Account AS T2 ON T1.District_id = T2.District_id INNER JOIN Loan AS T3 ON T2.Account_id = T3.Account_id WHERE T3.status = 'A' GROUP BY T1.District_id ORDER BY COUNT(T2.Account_id) DESC LIMIT 1,Which district has the most accounts with loan contracts finished with no problems?
164,simple,text_to_sql,False,"Generated SQL error: Execution failed on sql 'SELECT disp.client_id
   FROM order
   JOIN account ON order.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   WHERE order.order_id = 32423': near ""order"": syntax error",1095,2361,"SELECT disp.client_id
   FROM order
   JOIN account ON order.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   WHERE order.order_id = 32423",SELECT T3.client_id FROM `order` AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T4 ON T4.account_id = T2.account_id  INNER JOIN client AS T3 ON T4.client_id = T3.client_id WHERE T1.order_id = 32423,Who placed the order with the id 32423?
