question_id,difficulty,category,iteration,model,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,question,latency_ms,prompt_chars,substitutions
CR30,challenging,loan_portfolio,2,gpt-4o,False,,,"SELECT account.account_id,
       loan.total_amount / trans.total_amount AS loan_to_deposit_ratio
FROM account
JOIN loan ON loan.account_link
JOIN trans ON trans.account_link
WHERE trans.type_label = 'deposit'
GROUP BY account.account_id
HAVING loan_to_deposit_ratio > 2.0","SELECT account.account_id,
       SUM(loan.amount) / SUM(trans.amount) AS loan_to_deposit_ratio
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.type = 'PRIJEM'
GROUP BY account.account_id
HAVING loan_to_deposit_ratio > 2.0","SELECT loan.account_id, loan.amount AS loan_amount, deposits.total_deposit, CAST(loan.amount AS REAL) / deposits.total_deposit AS loan_to_deposit_ratio FROM loan JOIN (SELECT account_id, SUM(amount) AS total_deposit FROM trans WHERE type = 'PRIJEM' GROUP BY account_id) AS deposits ON loan.account_id = deposits.account_id WHERE deposits.total_deposit > 0 AND CAST(loan.amount AS REAL) / deposits.total_deposit > 2.0 ORDER BY loan_to_deposit_ratio DESC",Calculate the loan-to-deposit ratio for each account: total loan amount divided by total deposit transaction amount. List accounts where this ratio exceeds 2.0.,1859,14792,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | VALUE-MAP trans.type_label = 'deposit' -> trans.type = 'PRIJEM' | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM trans.type -> trans.type (no-op: concept name equals raw column)
CR30,challenging,loan_portfolio,3,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT
    account.account_id,
    IFNULL(SUM(loan.amount) / deposit.total_amount, 0) AS loan_to_deposit_ratio
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN (
    SELECT trans.account_id, SUM(trans.amount) AS total_amount
    FROM trans
    WHERE trans.type = 'PRIJEM'
    GROUP BY trans.account_id
) AS deposit ON account.account_id = deposit.account_id
WHERE SUM(loan.amount) / deposit.total_amount > 2.0': misuse of aggregate: SUM()","SELECT
    account.account_id,
    IFNULL(loan.total_amount / deposit.total_amount, 0) AS loan_to_deposit_ratio
FROM account
JOIN loan ON loan.account_link
JOIN (
    SELECT trans.account_id, SUM(trans.total_amount) AS total_amount
    FROM trans
    WHERE trans.type_label = 'deposit'
    GROUP BY trans.account_id
) AS deposit ON account.account_id = deposit.account_id
WHERE loan.total_amount / deposit.total_amount > 2.0","SELECT
    account.account_id,
    IFNULL(SUM(loan.amount) / deposit.total_amount, 0) AS loan_to_deposit_ratio
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN (
    SELECT trans.account_id, SUM(trans.amount) AS total_amount
    FROM trans
    WHERE trans.type = 'PRIJEM'
    GROUP BY trans.account_id
) AS deposit ON account.account_id = deposit.account_id
WHERE SUM(loan.amount) / deposit.total_amount > 2.0","SELECT loan.account_id, loan.amount AS loan_amount, deposits.total_deposit, CAST(loan.amount AS REAL) / deposits.total_deposit AS loan_to_deposit_ratio FROM loan JOIN (SELECT account_id, SUM(amount) AS total_deposit FROM trans WHERE type = 'PRIJEM' GROUP BY account_id) AS deposits ON loan.account_id = deposits.account_id WHERE deposits.total_deposit > 0 AND CAST(loan.amount AS REAL) / deposits.total_deposit > 2.0 ORDER BY loan_to_deposit_ratio DESC",Calculate the loan-to-deposit ratio for each account: total loan amount divided by total deposit transaction amount. List accounts where this ratio exceeds 2.0.,1866,14792,"JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | VALUE-MAP trans.type_label = 'deposit' -> trans.type = 'PRIJEM' | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM trans.type -> trans.type (no-op: concept name equals raw column) | COLLAPSED redundant double-aggregation: 'SELECT
    account.account_id,
    IFNULL(SUM(loan.amount) / deposit.total_amount, 0) AS loan_to_deposit_ratio
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN (
    SELECT trans.account_id, SUM(SUM(trans.amount)) AS total_amount
    FROM trans
    WHERE trans.type = 'PRIJEM'
    GROUP BY trans.account_id
) AS deposit ON account.account_id = deposit.account_id
WHERE SUM(loan.amount) / deposit.total_amount > 2.0' -> 'SELECT
    account.account_id,
    IFNULL(SUM(loan.amount) / deposit.total_amount, 0) AS loan_to_deposit_ratio
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN (
    SELECT trans.account_id, SUM(trans.amount) AS total_amount
    FROM trans
    WHERE trans.type = 'PRIJEM'
    GROUP BY trans.account_id
) AS deposit ON account.account_id = deposit.account_id
WHERE SUM(loan.amount) / deposit.total_amount > 2.0'"
CR30,challenging,loan_portfolio,4,gpt-4o,False,,,"SELECT account.account_id, 
       (loan.total_amount / trans.total_amount) AS loan_to_deposit_ratio
FROM account
JOIN loan ON loan.account_link
JOIN trans ON account.trans_link
WHERE trans.type_label = 'deposit'
GROUP BY account.account_id
HAVING (loan.total_amount / trans.total_amount) > 2.0","SELECT account.account_id, 
       (SUM(loan.amount) / SUM(trans.amount)) AS loan_to_deposit_ratio
FROM account
JOIN loan ON loan.account_id = account.account_id JOIN trans ON trans.account_id = account.account_id WHERE trans.type = 'PRIJEM'
GROUP BY account.account_id
HAVING (SUM(loan.amount) / SUM(trans.amount)) > 2.0","SELECT loan.account_id, loan.amount AS loan_amount, deposits.total_deposit, CAST(loan.amount AS REAL) / deposits.total_deposit AS loan_to_deposit_ratio FROM loan JOIN (SELECT account_id, SUM(amount) AS total_deposit FROM trans WHERE type = 'PRIJEM' GROUP BY account_id) AS deposits ON loan.account_id = deposits.account_id WHERE deposits.total_deposit > 0 AND CAST(loan.amount AS REAL) / deposits.total_deposit > 2.0 ORDER BY loan_to_deposit_ratio DESC",Calculate the loan-to-deposit ratio for each account: total loan amount divided by total deposit transaction amount. List accounts where this ratio exceeds 2.0.,1472,14792,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link trans.account -> ON trans.account_id = account.account_id | MEASURE trans.total_amount -> SUM(trans.amount) | MEASURE loan.total_amount -> SUM(loan.amount) | VALUE-MAP trans.type_label = 'deposit' -> trans.type = 'PRIJEM' | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM trans.type -> trans.type (no-op: concept name equals raw column)
CR31,simple,default_risk,0,gpt-4o,True,,,SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan_id) FROM loan WHERE status = 'A',How many loan contracts have been completed with no repayment problems?,747,14675,DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR31,simple,default_risk,1,gpt-4o,True,,,SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan_id) FROM loan WHERE status = 'A',How many loan contracts have been completed with no repayment problems?,780,14675,DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR31,simple,default_risk,2,gpt-4o,True,,,SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan_id) FROM loan WHERE status = 'A',How many loan contracts have been completed with no repayment problems?,837,14675,DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR31,simple,default_risk,3,gpt-4o,True,,,SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan_id) FROM loan WHERE status = 'A',How many loan contracts have been completed with no repayment problems?,836,14675,DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR31,simple,default_risk,4,gpt-4o,True,,,SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan.loan_id) FROM loan WHERE loan.status = 'A',SELECT COUNT(loan_id) FROM loan WHERE status = 'A',How many loan contracts have been completed with no repayment problems?,772,14675,DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR32,moderate,default_risk,0,gpt-4o,False,,,"SELECT 
    CASE WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS period,
    loan.default_rate
FROM 
    loan
GROUP BY 
    period","SELECT 
    CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS period,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM 
    loan
GROUP BY 
    period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",What is the default rate for loans approved before 1996 versus after 1996?,1738,14700,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM loan.loan_date -> loan.date | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR32,moderate,default_risk,1,gpt-4o,False,,,"SELECT 
    CASE 
        WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996'
        ELSE 'After 1996'
    END AS approval_period,
    loan.default_rate
FROM loan
GROUP BY approval_period","SELECT 
    CASE 
        WHEN loan.date < '1996-01-01' THEN 'Before 1996'
        ELSE 'After 1996'
    END AS approval_period,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM loan
GROUP BY approval_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",What is the default rate for loans approved before 1996 versus after 1996?,1241,14700,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM loan.loan_date -> loan.date | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR32,moderate,default_risk,2,gpt-4o,False,,"Generated SQL error: Execution failed on sql 'SELECT 
    CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS loan_approval_period,
    AVG(CASE WHEN CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 > 0 THEN CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 ELSE 0 END) AS avg_default_rate
FROM loan
GROUP BY loan_approval_period': misuse of aggregate function COUNT()","SELECT 
    CASE WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS loan_approval_period,
    AVG(CASE WHEN loan.default_rate > 0 THEN loan.default_rate ELSE 0 END) AS avg_default_rate
FROM loan
GROUP BY loan_approval_period","SELECT 
    CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS loan_approval_period,
    AVG(CASE WHEN CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 > 0 THEN CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 ELSE 0 END) AS avg_default_rate
FROM loan
GROUP BY loan_approval_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",What is the default rate for loans approved before 1996 versus after 1996?,1365,14700,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM loan.loan_date -> loan.date | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR32,moderate,default_risk,3,gpt-4o,False,,,"SELECT 
    CASE 
        WHEN loan.loan_date < DATE('1996-01-01') THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS approval_period,
    loan.default_rate
FROM loan
GROUP BY approval_period","SELECT 
    CASE 
        WHEN loan.date < DATE('1996-01-01') THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS approval_period,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM loan
GROUP BY approval_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",What is the default rate for loans approved before 1996 versus after 1996?,1522,14700,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM loan.loan_date -> loan.date | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR32,moderate,default_risk,4,gpt-4o,False,,,"SELECT 
    CASE 
        WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS period,
    loan.default_rate
FROM loan
GROUP BY period","SELECT 
    CASE 
        WHEN loan.date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS period,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM loan
GROUP BY period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",What is the default rate for loans approved before 1996 versus after 1996?,1519,14700,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM loan.loan_date -> loan.date | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR33,challenging,default_risk,0,gpt-4o,False,,,"SELECT
    CASE
        WHEN loan.duration <= 12 THEN 'Up to 12 months'
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13 to 36 months'
        ELSE 'Over 36 months'
    END AS duration_group,
    loan.default_rate,
    loan.avg_amount
FROM loan
GROUP BY duration_group","SELECT
    CASE
        WHEN loan.duration <= 12 THEN 'Up to 12 months'
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13 to 36 months'
        ELSE 'Over 36 months'
    END AS duration_group,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100,
    AVG(loan.amount)
FROM loan
GROUP BY duration_group","SELECT CASE WHEN duration <= 12 THEN 'short' WHEN duration <= 36 THEN 'medium' ELSE 'long' END AS duration_group, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate, AVG(amount) AS avg_amount FROM loan GROUP BY duration_group","For each loan duration group (up to 12, 13-36, over 36 months), calculate the default rate and average loan amount.",1172,14724,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR33,challenging,default_risk,1,gpt-4o,False,,,"SELECT
    CASE
        WHEN loan.duration <= 12 THEN 'up to 12 months'
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13-36 months'
        WHEN loan.duration > 36 THEN 'over 36 months'
    END AS duration_group,
    loan.default_rate,
    loan.avg_amount
FROM loan
GROUP BY duration_group","SELECT
    CASE
        WHEN loan.duration <= 12 THEN 'up to 12 months'
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13-36 months'
        WHEN loan.duration > 36 THEN 'over 36 months'
    END AS duration_group,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100,
    AVG(loan.amount)
FROM loan
GROUP BY duration_group","SELECT CASE WHEN duration <= 12 THEN 'short' WHEN duration <= 36 THEN 'medium' ELSE 'long' END AS duration_group, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate, AVG(amount) AS avg_amount FROM loan GROUP BY duration_group","For each loan duration group (up to 12, 13-36, over 36 months), calculate the default rate and average loan amount.",1285,14724,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR33,challenging,default_risk,2,gpt-4o,False,,,"SELECT
    CASE 
        WHEN loan.duration <= 12 THEN 'up to 12'
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13-36'
        ELSE 'over 36'
    END AS loan_duration_group,
    loan.default_rate,
    loan.avg_amount
FROM loan
GROUP BY loan_duration_group","SELECT
    CASE 
        WHEN loan.duration <= 12 THEN 'up to 12'
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13-36'
        ELSE 'over 36'
    END AS loan_duration_group,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100,
    AVG(loan.amount)
FROM loan
GROUP BY loan_duration_group","SELECT CASE WHEN duration <= 12 THEN 'short' WHEN duration <= 36 THEN 'medium' ELSE 'long' END AS duration_group, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate, AVG(amount) AS avg_amount FROM loan GROUP BY duration_group","For each loan duration group (up to 12, 13-36, over 36 months), calculate the default rate and average loan amount.",1137,14724,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR33,challenging,default_risk,3,gpt-4o,False,,,"SELECT
    CASE 
        WHEN loan.duration <= 12 THEN 'Up to 12 months' 
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13-36 months' 
        ELSE 'Over 36 months' 
    END AS duration_group,
    loan.default_rate,
    loan.avg_amount
FROM loan
GROUP BY duration_group","SELECT
    CASE 
        WHEN loan.duration <= 12 THEN 'Up to 12 months' 
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13-36 months' 
        ELSE 'Over 36 months' 
    END AS duration_group,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100,
    AVG(loan.amount)
FROM loan
GROUP BY duration_group","SELECT CASE WHEN duration <= 12 THEN 'short' WHEN duration <= 36 THEN 'medium' ELSE 'long' END AS duration_group, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate, AVG(amount) AS avg_amount FROM loan GROUP BY duration_group","For each loan duration group (up to 12, 13-36, over 36 months), calculate the default rate and average loan amount.",1631,14724,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR33,challenging,default_risk,4,gpt-4o,False,,,"SELECT
    CASE 
        WHEN loan.duration <= 12 THEN 'Up to 12 months'
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13-36 months'
        ELSE 'Over 36 months' 
    END AS duration_group,
    loan.default_rate,
    loan.avg_amount
FROM loan
GROUP BY duration_group","SELECT
    CASE 
        WHEN loan.duration <= 12 THEN 'Up to 12 months'
        WHEN loan.duration BETWEEN 13 AND 36 THEN '13-36 months'
        ELSE 'Over 36 months' 
    END AS duration_group,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100,
    AVG(loan.amount)
FROM loan
GROUP BY duration_group","SELECT CASE WHEN duration <= 12 THEN 'short' WHEN duration <= 36 THEN 'medium' ELSE 'long' END AS duration_group, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate, AVG(amount) AS avg_amount FROM loan GROUP BY duration_group","For each loan duration group (up to 12, 13-36, over 36 months), calculate the default rate and average loan amount.",1170,14724,"MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | MEASURE loan.avg_amount -> AVG(loan.amount) | DIM loan.duration -> loan.duration (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR34,simple,regional_risk,0,gpt-4o,True,,,"SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_link
JOIN loan ON loan.account_link
WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id) FROM district JOIN account ON district.district_id = account.district_id JOIN loan ON account.account_id = loan.account_id WHERE loan.status IN ('B','D')",How many distinct districts have at least one defaulted loan account?,925,14710,JOIN link account.district -> ON account.district_id = district.district_id | JOIN link loan.account -> ON loan.account_id = account.account_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR34,simple,regional_risk,1,gpt-4o,True,,,"SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_link
JOIN loan ON loan.account_link
WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id) FROM district JOIN account ON district.district_id = account.district_id JOIN loan ON account.account_id = loan.account_id WHERE loan.status IN ('B','D')",How many distinct districts have at least one defaulted loan account?,934,14710,JOIN link account.district -> ON account.district_id = district.district_id | JOIN link loan.account -> ON loan.account_id = account.account_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR34,simple,regional_risk,2,gpt-4o,True,,,"SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_link
JOIN loan ON loan.account_link
WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id) FROM district JOIN account ON district.district_id = account.district_id JOIN loan ON account.account_id = loan.account_id WHERE loan.status IN ('B','D')",How many distinct districts have at least one defaulted loan account?,946,14710,JOIN link account.district -> ON account.district_id = district.district_id | JOIN link loan.account -> ON loan.account_id = account.account_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR34,simple,regional_risk,3,gpt-4o,True,,,"SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_link
JOIN loan ON loan.account_link
WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id) FROM district JOIN account ON district.district_id = account.district_id JOIN loan ON account.account_id = loan.account_id WHERE loan.status IN ('B','D')",How many distinct districts have at least one defaulted loan account?,898,14710,JOIN link account.district -> ON account.district_id = district.district_id | JOIN link loan.account -> ON loan.account_id = account.account_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR34,simple,regional_risk,4,gpt-4o,True,,,"SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_link
JOIN loan ON loan.account_link
WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id WHERE loan.status IN ('B', 'D')","SELECT COUNT(DISTINCT district.district_id) FROM district JOIN account ON district.district_id = account.district_id JOIN loan ON account.account_id = loan.account_id WHERE loan.status IN ('B','D')",How many distinct districts have at least one defaulted loan account?,996,14710,JOIN link account.district -> ON account.district_id = district.district_id | JOIN link loan.account -> ON loan.account_id = account.account_id | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR35,simple,regional_risk,0,gpt-4o,True,,,"SELECT district.avg_salary_mean
FROM district
JOIN account ON account.district_link
JOIN loan ON loan.account_link
GROUP BY district.district_id
HAVING COUNT(DISTINCT loan.account_id) > 10","SELECT AVG(district.A11)
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id GROUP BY district.district_id
HAVING COUNT(DISTINCT loan.account_id) > 10",SELECT AVG(district.A11) FROM district JOIN account ON district.district_id = account.district_id JOIN loan ON account.account_id = loan.account_id GROUP BY district.district_id HAVING COUNT(loan.loan_id) > 10,What is the average salary in districts that have more than 10 loan accounts?,1027,14639,JOIN link account.district -> ON account.district_id = district.district_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE district.avg_salary_mean -> AVG(district.A11) | DIM district.district_id -> district.district_id (no-op: concept name equals raw column) | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column)
